Date,Open,High,Low,Close,Adj Close,Volume
2015-06-02,96.676003,97.762001,96.668999,96.682999,96.682999,0
2015-06-03,97.617996,98.331001,97.502998,97.667000,97.667000,0
2015-06-04,98.179001,98.969002,98.141998,98.186996,98.186996,0
2015-06-05,98.309998,98.373001,97.125999,98.295998,98.295998,0
2015-06-08,97.323997,98.045998,97.309998,97.345001,97.345001,0
2015-06-09,98.228996,98.425003,97.605003,98.156998,98.156998,0
2015-06-10,98.553001,99.268997,98.259003,98.547997,98.547997,0
2015-06-11,98.884003,99.223999,98.593002,98.889999,98.889999,0
2015-06-12,99.297997,99.890999,99.139999,99.249001,99.249001,0
2015-06-15,99.723000,99.764999,99.163002,99.721001,99.721001,0
2015-06-16,99.870003,100.519997,99.779999,99.891998,99.891998,0
2015-06-17,100.370003,101.070000,100.230003,100.400002,100.400002,0
2015-06-18,101.419998,101.580002,100.809998,101.330002,101.330002,0
2015-06-19,101.099998,101.300003,100.540001,101.040001,101.040001,0
2015-06-22,100.790001,101.010002,100.300003,100.849998,100.849998,0
2015-06-23,100.519997,100.570000,99.717003,100.500000,100.500000,0
2015-06-24,100.080002,100.589996,99.589996,100.059998,100.059998,0
2015-06-25,99.768997,100.220001,99.616997,99.827003,99.827003,0
2015-06-26,100.000000,100.230003,99.859001,100.010002,100.010002,0
2015-06-29,99.613998,100.599998,99.613998,99.503998,99.503998,0
2015-06-30,100.160004,100.339996,99.811996,100.230003,100.230003,0
2015-07-01,99.758003,99.964996,99.114998,99.863998,99.863998,0
2015-07-02,99.211998,99.375999,98.751999,99.195000,99.195000,0
2015-07-03,98.906998,99.316002,98.741997,98.920998,98.920998,0
2015-07-06,98.694000,99.096001,98.512001,98.723000,98.723000,0
2015-07-07,98.811996,98.904999,97.903000,98.845001,98.845001,0
2015-07-08,98.202003,98.334999,97.352997,98.230003,98.230003,0
2015-07-09,97.678001,97.938004,97.379997,97.688004,97.688004,0
2015-07-10,97.417000,98.574997,97.325996,97.403000,97.403000,0
2015-07-13,98.262001,98.975998,98.108002,98.303001,98.303001,0
2015-07-14,98.292999,98.926003,98.009003,98.330002,98.330002,0
2015-07-15,99.017998,99.342003,98.919998,99.015999,99.015999,0
2015-07-16,99.251999,99.348000,98.802002,99.329002,99.329002,0
2015-07-17,99.153999,99.502998,98.641998,99.064003,99.064003,0
2015-07-20,99.036003,99.286003,98.795998,99.041000,99.041000,0
2015-07-21,99.061996,99.264000,98.737999,99.072998,99.072998,0
2015-07-22,98.899002,99.545998,98.818001,98.905998,98.905998,0
2015-07-23,99.333000,99.750999,99.027000,99.416000,99.416000,0
2015-07-24,99.074997,99.444000,98.855003,99.060997,99.060997,0
2015-07-27,99.488998,100.129997,99.170998,99.418999,99.418999,0
2015-07-28,99.938004,100.309998,99.346001,99.928001,99.928001,0
2015-07-29,99.647003,100.190002,99.570999,99.634003,99.634003,0
2015-07-30,99.629997,100.199997,99.494003,99.710999,99.710999,0
2015-07-31,100.050003,100.470001,99.595001,100.029999,100.029999,0
2015-08-03,99.943001,100.040001,99.625000,99.948997,99.948997,0
2015-08-04,99.966003,100.029999,99.132004,99.970001,99.970001,0
2015-08-05,99.331001,99.693001,99.128998,99.337997,99.337997,0
2015-08-06,99.369003,99.738998,98.583000,99.401001,99.401001,0
2015-08-07,98.874001,99.107002,98.455002,98.864998,98.864998,0
2015-08-10,98.708000,99.210999,98.570999,98.864998,98.864998,0
2015-08-11,99.411003,100.309998,99.280998,99.498001,99.498001,0
2015-08-12,100.250000,101.500000,100.029999,100.239998,100.239998,0
2015-08-13,101.160004,101.980003,100.970001,101.150002,101.150002,0
2015-08-14,101.910004,102.059998,101.389999,101.879997,101.879997,0
2015-08-17,101.910004,102.309998,100.419998,101.879997,101.879997,0
2015-08-18,101.989998,102.709999,101.779999,101.989998,101.989998,0
2015-08-19,102.510002,102.570000,101.830002,102.480003,102.480003,0
2015-08-20,102.059998,102.900002,102.059998,102.019997,102.019997,0
2015-08-21,102.699997,103.889999,102.540001,102.709999,102.709999,0
2015-08-24,103.500000,105.889999,103.500000,103.620003,103.620003,0
2015-08-25,105.269997,105.550003,103.519997,105.220001,105.220001,0
2015-08-26,104.070000,104.290001,102.370003,104.010002,104.010002,0
2015-08-27,102.250000,102.470001,101.370003,102.250000,102.250000,0
2015-08-28,101.790001,102.129997,101.419998,101.800003,101.800003,0
2015-08-31,101.959999,102.529999,101.750000,101.800003,101.800003,0
2015-09-01,101.930000,102.339996,101.430000,101.930000,101.930000,0
2015-09-02,101.629997,101.739998,100.959999,101.680000,101.680000,0
2015-09-03,101.339996,101.489998,100.440002,101.370003,101.370003,0
2015-09-04,100.919998,101.459999,100.599998,100.959999,100.959999,0
2015-09-07,101.300003,102.250000,101.089996,101.139999,101.139999,0
2015-09-08,102.029999,102.599998,101.889999,102.040001,102.040001,0
2015-09-09,102.250000,102.320000,101.660004,102.250000,102.250000,0
2015-09-10,102.290001,102.870003,101.900002,102.269997,102.269997,0
2015-09-11,102.400002,102.690002,102.290001,102.400002,102.400002,0
2015-09-14,102.320000,102.690002,102.019997,102.199997,102.199997,0
2015-09-15,102.300003,102.660004,101.860001,102.290001,102.290001,0
2015-09-16,101.919998,103.089996,101.699997,101.930000,101.930000,0
2015-09-17,102.690002,102.879997,102.430000,102.660004,102.660004,0
2015-09-18,102.940002,103.379997,101.849998,102.949997,102.949997,0
2015-09-21,102.330002,102.529999,101.220001,102.300003,102.300003,0
2015-09-22,101.940002,101.989998,101.129997,101.940002,101.940002,0
2015-09-23,101.139999,101.459999,100.440002,101.139999,101.139999,0
2015-09-24,100.889999,101.410004,100.699997,100.889999,100.889999,0
2015-09-25,100.849998,100.849998,100.129997,100.830002,100.830002,0
2015-09-28,100.580002,100.690002,100.019997,100.449997,100.449997,0
2015-09-29,100.480003,100.760002,99.728996,100.529999,100.529999,0
2015-09-30,99.875000,99.898003,98.944000,99.915001,99.915001,0
2015-10-01,99.114998,99.473999,98.998001,99.093002,99.093002,0
2015-10-02,99.332001,99.734001,98.939003,99.351997,99.351997,0
2015-10-05,99.267998,99.487000,98.727997,99.198997,99.198997,0
2015-10-06,98.696999,99.246002,98.664001,98.678001,98.678001,0
2015-10-07,99.240997,99.774002,99.037003,99.239998,99.239998,0
2015-10-08,99.463997,100.059998,99.283997,99.459999,99.459999,0
2015-10-09,99.785004,99.785004,99.024002,99.783997,99.783997,0
2015-10-12,98.933998,99.615997,98.933998,99.244003,99.244003,0
2015-10-13,99.366997,100.029999,98.912003,99.386002,99.386002,0
2015-10-14,99.297997,100.309998,99.264999,99.249001,99.249001,0
2015-10-15,100.389999,100.480003,99.830002,100.360001,100.360001,0
2015-10-16,100.239998,100.589996,99.814003,100.239998,100.239998,0
2015-10-19,99.717003,100.440002,99.683998,99.860001,99.860001,0
2015-10-20,100.480003,100.690002,100.339996,100.440002,100.440002,0
2015-10-21,100.389999,100.849998,100.370003,100.389999,100.389999,0
2015-10-22,100.470001,100.980003,99.985001,100.470001,100.470001,0
2015-10-23,100.120003,100.129997,99.414001,100.070000,100.070000,0
2015-10-26,99.487999,99.800003,99.126999,99.363998,99.363998,0
2015-10-27,99.642998,99.800003,99.325996,99.652000,99.652000,0
2015-10-28,99.646004,99.660004,99.172997,99.606003,99.606003,0
2015-10-29,99.137001,100.050003,99.136002,99.185997,99.185997,0
2015-10-30,100.269997,100.919998,99.792000,100.250000,100.250000,0
2015-11-02,100.970001,101.629997,100.709999,100.910004,100.910004,0
2015-11-03,101.050003,101.339996,100.870003,101.070000,101.070000,0
2015-11-04,101.080002,101.230003,100.419998,101.050003,101.050003,0
2015-11-05,100.900002,101.279999,100.250000,100.889999,100.889999,0
2015-11-06,100.190002,100.230003,98.844002,100.180000,100.180000,0
2015-11-09,100.120003,100.309998,99.938004,99.524002,99.524002,0
2015-11-10,100.500000,100.500000,99.697998,100.480003,100.480003,0
2015-11-11,100.190002,100.370003,99.802002,100.089996,100.089996,0
2015-11-12,100.559998,100.669998,100.150002,100.540001,100.540001,0
2015-11-13,100.610001,100.820000,100.309998,100.589996,100.589996,0
2015-11-16,100.459999,100.760002,99.942001,100.629997,100.629997,0
2015-11-17,100.190002,100.550003,99.924004,100.180000,100.180000,0
2015-11-18,100.470001,100.980003,100.360001,100.489998,100.489998,0
2015-11-19,100.680000,101.160004,100.370003,100.650002,100.650002,0
2015-11-20,101.000000,101.320000,100.430000,101.029999,101.029999,0
2015-11-23,100.360001,100.750000,100.250000,100.339996,100.339996,0
2015-11-24,100.389999,100.610001,99.836998,100.360001,100.360001,0
2015-11-25,100.019997,100.339996,99.863998,99.980003,99.980003,0
2015-11-26,100.379997,100.739998,100.120003,100.400002,100.400002,0
2015-11-27,100.470001,100.949997,100.230003,100.510002,100.510002,0
2015-11-30,100.220001,100.589996,99.857002,100.559998,100.559998,0
2015-12-01,99.819000,100.610001,99.819000,100.160004,100.160004,0
2015-12-02,100.199997,100.480003,99.507004,100.220001,100.220001,0
2015-12-03,99.482002,100.660004,99.275002,99.480003,99.480003,0
2015-12-04,101.129997,101.330002,100.379997,101.150002,101.150002,0
2015-12-07,100.650002,100.739998,100.349998,100.699997,100.699997,0
2015-12-08,100.480003,100.570000,99.849998,100.519997,100.519997,0
2015-12-09,100.300003,101.410004,99.944000,100.330002,100.330002,0
2015-12-10,101.589996,101.589996,100.860001,101.550003,101.550003,0
2015-12-11,101.190002,102.150002,101.019997,101.239998,101.239998,0
2015-12-14,102.050003,102.050003,101.330002,102.199997,102.199997,0
2015-12-15,101.639999,101.790001,100.470001,101.680000,101.680000,0
2015-12-16,100.610001,100.769997,99.855003,100.599998,100.599998,0
2015-12-17,99.587997,99.796997,98.657997,99.495003,99.495003,0
2015-12-18,99.054001,99.306999,98.593002,99.207001,99.207001,0
2015-12-21,98.789001,99.000000,98.470001,98.657997,98.657997,0
2015-12-22,98.487000,98.848999,98.149002,98.657997,98.657997,0
2015-12-23,98.205002,98.568001,97.982002,98.189003,98.189003,0
2015-12-24,98.345001,98.568001,97.694000,98.377998,98.377998,0
2015-12-25,98.327003,98.521004,98.327003,98.327003,98.327003,0
2015-12-28,98.369003,98.806000,98.315002,98.327003,98.327003,0
2015-12-29,98.486000,98.927002,97.981003,98.443001,98.443001,0
2015-12-30,98.209999,98.634003,97.991997,98.184998,98.184998,0
2015-12-31,98.459000,98.512001,97.655998,98.430000,98.430000,0
2016-01-01,97.551003,97.551003,97.487000,97.551003,97.551003,0
2016-01-04,97.482002,98.500999,97.150002,97.598000,97.598000,0
2016-01-05,97.967003,98.033997,97.397003,97.978996,97.978996,0
2016-01-06,97.592003,97.982002,97.334999,97.642998,97.642998,0
2016-01-07,97.629997,97.980003,96.897003,97.608002,97.608002,0
2016-01-08,97.789001,97.800003,97.065002,97.882004,97.882004,0
2016-01-11,97.028000,97.525002,96.915001,97.056000,97.056000,0
2016-01-12,97.149002,97.316002,95.972000,97.120003,97.120003,0
2016-01-13,96.594002,96.709999,96.067001,96.641998,96.641998,0
2016-01-14,96.538002,97.400002,96.344002,96.540001,96.540001,0
2016-01-15,97.036003,97.272003,96.751999,97.042999,97.042999,0
2016-01-18,96.625999,96.863998,96.216003,96.608002,96.608002,0
2016-01-19,96.503998,96.957001,95.642998,96.502998,96.502998,0
2016-01-20,96.037003,96.614998,95.680000,96.075996,96.075996,0
2016-01-21,96.462997,96.612000,95.639000,96.416000,96.416000,0
2016-01-22,96.453003,97.014999,95.974998,96.447998,96.447998,0
2016-01-25,96.360001,96.803001,96.128998,96.358002,96.358002,0
2016-01-26,96.391998,97.120003,95.998001,96.483002,96.483002,0
2016-01-27,97.250000,97.620003,96.764999,97.209999,97.209999,0
2016-01-28,97.176003,98.091003,96.879997,97.180000,97.180000,0
2016-01-29,97.667000,97.891998,96.364998,97.772003,97.772003,0
2016-02-01,96.681000,97.584999,96.397003,96.681000,96.681000,0
2016-02-02,97.898003,98.220001,97.375000,97.899002,97.899002,0
2016-02-03,97.941002,99.056999,97.925003,97.955002,97.955002,0
2016-02-04,98.936996,99.292999,98.004997,99.084999,99.084999,0
2016-02-05,98.503998,98.667000,97.796997,98.503998,98.503998,0
2016-02-08,98.398003,98.647003,97.692001,98.322998,98.322998,0
2016-02-09,98.197998,98.417999,97.738998,98.196999,98.196999,0
2016-02-10,98.252998,98.885002,98.060997,98.226997,98.226997,0
2016-02-11,98.722000,98.910004,98.054001,98.624001,98.624001,0
2016-02-12,99.107002,99.330002,98.566002,99.143997,99.143997,0
2016-02-15,98.841003,99.042000,98.294998,98.808998,98.808998,0
2016-02-16,98.417999,99.236000,97.681000,98.411003,98.411003,0
2016-02-17,97.997002,98.178001,97.491997,97.998001,97.998001,0
2016-02-18,97.665001,98.570000,97.430000,97.616997,97.616997,0
2016-02-19,98.250000,98.538002,98.016998,98.294998,98.294998,0
2016-02-22,97.896004,98.110001,96.415001,98.738998,98.738998,0
2016-02-23,97.040001,97.094002,96.375999,97.014000,97.014000,0
2016-02-24,95.974998,96.088997,94.813004,96.196999,96.196999,0
2016-02-25,95.279999,96.325996,95.226997,95.209999,95.209999,0
2016-02-26,96.092003,96.508003,95.220001,96.019997,96.019997,0
2016-02-29,95.245003,95.488998,94.537003,95.342003,95.342003,0
2016-03-01,94.998001,95.259003,94.292999,95.004997,95.004997,0
2016-03-02,94.406998,94.936996,94.015999,94.517998,94.517998,0
2016-03-03,94.864998,95.194000,94.473999,94.873001,94.873001,0
2016-03-04,95.139999,95.367996,94.518997,95.143997,95.143997,0
2016-03-07,95.135002,95.295998,94.750999,95.267998,95.267998,0
2016-03-08,95.636002,96.220001,95.407997,95.609001,95.609001,0
2016-03-09,95.643997,95.764000,95.220001,95.683998,95.683998,0
2016-03-10,95.375999,95.926003,94.355003,95.375999,95.375999,0
2016-03-11,96.136002,96.320000,95.553001,96.176003,96.176003,0
2016-03-14,96.222000,96.469002,96.061996,96.250999,96.250999,0
2016-03-15,95.930000,96.064003,95.095001,95.945000,95.945000,0
2016-03-16,95.290001,95.328003,94.625000,95.362000,95.362000,0
2016-03-17,95.083000,96.523003,94.903000,95.268997,95.268997,0
2016-03-18,96.460999,96.460999,95.586998,96.426003,96.426003,0
2016-03-21,95.933998,96.108002,95.321999,96.123001,96.123001,0
2016-03-22,95.585999,95.820999,94.526001,95.602997,95.602997,0
2016-03-23,94.949997,95.001999,94.223000,94.949997,94.949997,0
2016-03-24,94.398003,94.622002,93.843002,94.425003,94.425003,0
2016-03-25,94.521004,94.547997,94.163002,94.665001,94.665001,0
2016-03-28,94.546997,94.976997,94.230003,94.573997,94.573997,0
2016-03-29,95.332001,95.332001,94.477997,95.396004,95.396004,0
2016-03-30,95.473000,95.853996,95.102997,95.487999,95.487999,0
2016-03-31,95.008003,95.568001,94.619003,95.417999,95.417999,0
2016-04-01,95.167999,95.382004,93.841003,95.177002,95.177002,0
2016-04-04,94.405998,94.602997,93.810997,94.403999,94.403999,0
2016-04-05,94.321999,94.555000,93.508003,94.321999,94.321999,0
2016-04-06,94.086998,94.385002,93.402000,94.119003,94.119003,0
2016-04-07,94.032997,94.144997,93.301003,94.032997,94.032997,0
2016-04-08,93.824997,94.147003,93.410004,93.864998,93.864998,0
2016-04-11,94.022003,94.761002,93.635002,94.003998,94.003998,0
2016-04-12,94.344002,95.310997,94.269997,94.334000,94.334000,0
2016-04-13,94.608002,94.981003,94.397003,94.566002,94.566002,0
2016-04-14,94.370003,94.418999,93.896004,94.415001,94.415001,0
2016-04-15,94.234001,94.568001,93.987999,94.247002,94.247002,0
2016-04-18,94.502998,94.928001,93.978996,94.661003,94.661003,0
2016-04-19,94.884003,95.731003,94.727997,94.808998,94.808998,0
2016-04-20,95.273003,95.401001,94.806999,95.282997,95.282997,0
2016-04-21,94.903000,95.665001,94.662003,94.924004,94.924004,0
2016-04-22,95.275002,96.185997,95.195999,95.276001,95.276001,0
2016-04-25,96.292000,96.764999,96.081001,96.019997,96.019997,0
2016-04-26,96.666000,97.274002,96.569000,96.660004,96.660004,0
2016-04-27,96.845001,97.237000,96.626999,96.861000,96.861000,0
2016-04-28,96.472000,97.150002,95.735001,96.467003,96.467003,0
2016-04-29,97.082001,97.530998,96.870003,97.054001,97.054001,0
2016-05-02,97.010002,97.538002,96.519997,97.072998,97.072998,0
2016-05-03,97.320000,97.914001,96.666000,97.329002,97.329002,0
2016-05-04,96.878998,96.926003,96.323997,96.857002,96.857002,0
2016-05-05,96.607002,96.762001,96.126999,96.606003,96.606003,0
2016-05-06,96.462997,96.815002,95.961998,96.527000,96.527000,0
2016-05-09,96.058998,96.191002,95.580002,96.095001,96.095001,0
2016-05-10,96.172997,96.389999,95.914001,96.184998,96.184998,0
2016-05-11,96.331001,96.555000,95.949997,96.332001,96.332001,0
2016-05-12,96.133003,96.790001,95.975998,96.146004,96.146004,0
2016-05-13,96.416000,96.459000,95.639999,96.415001,96.415001,0
2016-05-16,95.917999,96.281998,95.696999,96.063004,96.063004,0
2016-05-17,96.623001,96.862000,96.049004,96.418999,96.418999,0
2016-05-18,96.607002,97.920998,96.419998,96.642998,96.642998,0
2016-05-19,98.014999,98.724998,97.844002,98.014000,98.014000,0
2016-05-20,98.488998,98.525002,97.776001,98.523003,98.523003,0
2016-05-23,97.695000,97.982002,97.459000,98.197998,98.197998,0
2016-05-24,97.669998,98.959999,97.669998,97.662003,97.662003,0
2016-05-25,98.872002,99.382004,98.388000,98.841003,98.841003,0
2016-05-26,98.919998,99.209000,98.147003,98.918999,98.918999,0
2016-05-27,98.203003,98.482002,97.838997,98.191002,98.191002,0
2016-05-30,98.000999,98.526001,97.759003,97.983002,97.983002,0
2016-05-31,98.252998,98.852997,97.501999,98.211998,98.211998,0
2016-06-01,97.302002,97.747002,96.971001,97.426003,97.426003,0
2016-06-02,97.212997,97.447998,96.899002,97.191002,97.191002,0
2016-06-03,96.917999,97.644997,96.622002,96.922997,96.922997,0
2016-06-06,96.495003,96.747002,96.125999,97.303001,97.303001,0
2016-06-07,96.587997,97.574997,96.482002,96.609001,96.609001,0
2016-06-08,97.099998,97.205002,96.589996,97.082001,97.082001,0
2016-06-09,96.530998,96.792000,96.257004,96.549004,96.549004,0
2016-06-10,96.507004,96.635002,95.629997,96.500000,96.500000,0
2016-06-13,95.154999,95.947998,94.747002,95.476997,95.476997,0
2016-06-14,95.386002,95.438004,94.793999,95.389000,95.389000,0
2016-06-15,95.016998,95.387001,94.935997,94.959000,94.959000,0
2016-06-16,95.186996,95.424004,94.446999,95.237000,95.237000,0
2016-06-17,96.184998,96.184998,95.467003,95.663002,95.663002,0
2016-06-20,98.476997,99.205002,98.082001,97.541000,97.541000,0
2016-06-21,99.098999,99.777000,98.680000,98.632004,98.632004,0
2016-06-22,99.135002,99.483002,98.888000,99.153000,99.153000,0
2016-06-23,99.709000,100.470001,99.166000,99.821999,99.821999,0
2016-06-24,97.913002,97.913002,90.167000,100.510002,100.510002,0
2016-06-27,91.044998,91.382004,89.254997,92.835999,92.835999,0
2016-06-28,89.829002,91.056999,89.824997,89.865997,89.865997,0
2016-06-29,90.404999,91.337997,90.085999,90.365997,90.365997,0
2016-06-30,90.664001,91.086998,89.389999,90.723999,90.723999,0
2016-07-01,89.969002,89.969002,89.021004,89.742996,89.742996,0
2016-07-04,89.219002,89.614998,88.974998,89.107002,89.107002,0
2016-07-05,89.239998,89.325996,87.682999,89.291000,89.291000,0
2016-07-06,87.480003,87.746002,86.660004,87.331001,87.331001,0
2016-07-07,87.097000,87.926003,87.097000,87.139000,87.139000,0
2016-07-08,87.163002,87.517998,86.379997,86.959000,86.959000,0
2016-07-11,86.887001,87.335999,86.324997,86.918999,86.918999,0
2016-07-12,87.170998,88.823997,87.170998,87.257004,87.257004,0
2016-07-13,88.639000,89.517998,88.252998,88.610001,88.610001,0
2016-07-14,87.896004,89.583000,87.678001,88.014000,88.014000,0
2016-07-15,89.403000,90.190002,88.531998,89.213997,89.213997,0
2016-07-18,88.865997,89.358002,88.665001,88.565002,88.565002,0
2016-07-19,89.070000,89.077003,88.057999,89.064003,89.064003,0
2016-07-20,88.044998,88.674004,87.792999,88.102997,88.102997,0
2016-07-21,88.949997,89.160004,88.460999,88.849998,88.849998,0
2016-07-22,88.898003,89.194000,87.653000,88.759003,88.759003,0
2016-07-25,88.153999,88.555000,87.959999,88.051003,88.051003,0
2016-07-26,88.334000,88.670998,87.988998,88.331001,88.331001,0
2016-07-27,88.514999,88.522003,87.858002,88.332001,88.332001,0
